#X0 X1 X2 value type pair_id boundary
70407.3 52871.9 8943.63 3.13944e-08 2 1440 0
70279.8 52801.2 9462.08 6.1811e-08 2 1522 0
35118.2 37499.2 14590.2 4.79457e-07 4 -1 0
36116.7 42525.1 721.765 1.82729e-08 2 1326 0
38905.2 37603.7 791.302 3.82024e-08 2 81 0
60296.9 35739.8 13394.8 2.01583e-07 4 -1 0
51870.6 36060 13654.5 5.84391e-07 4 -1 0
32240.6 34894.3 9785.71 3.26695e-07 4 -1 0
37605.3 27346.1 11857.4 0.000152622 3 369 0
37350.2 27205.4 12066.9 2.01748e-08 2 82 0
38798.8 21640.4 14965.8 4.97634e-06 4 -1 0
25271 46939.8 18645 0.000228503 3 224 0
32350.2 36197.7 11831.6 1.84213e-06 4 -1 0
32888.8 36355 12387.2 3.54395e-07 4 -1 0
26123.4 33618.4 17179.8 3.27575e-08 2 1245 0
59645.6 19317.6 8466 5.12241e-05 3 871 0
59645.6 19792.9 7730.19 8.74776e-09 2 84 0
56231.6 21931.7 13879.1 4.89506e-06 4 -1 0
29337.3 42244.7 2463.9 1.76475e-07 2 1005 0
5373.58 7859.02 11225.8 0.000116533 3 185 0
5575.34 8130.56 11493 2.17453e-08 2 86 0
10631.7 3701.29 9310.42 1.12522e-07 4 -1 0
18199.8 56352.5 13806.1 0.000719492 3 235 0
18875.9 56661 12095.8 3.09275e-08 2 87 0
17800.2 56757.8 13914.9 2.39224e-08 2 1275 0
23363.5 54152.3 12206.6 4.5359e-06 4 -1 0
22330.8 54947.7 11878.1 3.98486e-08 4 -1 0
36207.4 51688 15852 9.03315e-05 3 757 0
36406.2 51861.5 15878.9 1.58523e-08 2 88 0
41375 48539.2 14733.2 8.67418e-07 4 -1 0
38824.9 15102.8 5771.5 0.000129145 3 890 0
38632.2 15030.8 5559.04 2.41283e-08 2 89 0
40571.7 21253.6 4321.78 3.15489e-07 4 -1 0
13509.1 74280 16355.1 0.00014256 3 572 0
12411.4 74241.1 16082.7 1.83909e-08 2 91 0
13932.4 74578.4 11793.8 4.38024e-07 4 -1 0
25903.5 55375.7 958.834 0.000227121 3 627 0
25906.7 55418.4 1263.94 3.86871e-08 2 92 0
27387.6 63454.8 606.351 2.16798e-07 4 -1 0
13397.5 10446.5 18118.6 0.000184528 3 114 0
11829.9 11000.3 18476.5 1.57288e-08 2 93 0
18845.3 2367.47 8459.38 1.73535e-06 4 -1 0
8829.01 48180.1 7505.41 1.2489e-06 4 -1 0
10613.6 47350.9 7179.68 1.19862e-08 2 1225 0
18547.4 55995.6 6429.19 5.25867e-07 4 -1 0
11296.1 37176.5 9495.33 9.175e-08 4 -1 0
16280.9 56468.5 4267.48 1.63722e-07 4 -1 0
22318.1 25564.1 7175.41 7.51915e-05 3 120 0
11639.4 6948.13 1149.9 0.000359393 3 439 0
12138.5 2252.63 1333.56 1.25756e-07 4 -1 0
59737.3 70385.8 12017.7 1.38704e-05 3 339 0
51547 71023.8 13282 1.43196e-07 4 -1 0
57505 54244.1 4308.97 5.35427e-05 3 656 0
59758.1 48968.5 4518.34 1.49377e-07 4 -1 0
62872.4 61020.2 5590.96 6.71175e-08 4 -1 0
60968.6 49892.6 6424.49 1.45985e-06 4 -1 0
1881.34 46832.8 15151.5 6.99799e-07 4 -1 0
3459.21 41410.9 15411.2 1.51132e-08 2 1255 0
2489.72 49364.8 14758.9 1.18984e-06 4 -1 0
2513.6 49479.5 14658.2 5.56808e-07 4 -1 0
2165.67 29812.3 18311.2 4.93397e-07 4 -1 0
3192.74 50540.5 9472.01 7.6338e-07 4 -1 0
2443.88 52832.6 15252.4 3.43685e-08 2 986 0
5156.39 64467.9 9308.29 4.96599e-07 4 -1 0
347.066 27198.5 15724.8 3.81443e-06 4 -1 0
3130.37 30684.6 14882.6 4.38318e-08 2 1216 0
6109.82 30144.1 6183.62 1.35321e-06 4 -1 0
344.507 27219.4 15673.7 3.95174e-06 4 -1 0
563.24 26821.9 18749.3 2.86216e-07 2 1716 2
421.082 27784.2 14665.3 3.75129e-07 4 -1 0
5177.93 28621.2 18243.7 2.26747e-08 2 974 0
1811.86 29030.4 18233.7 3.11033e-06 4 -1 0
3008.36 27024.2 12534.4 3.99087e-06 4 -1 0
6066.02 21667.1 756.111 1.04575e-08 2 1120 0
2581.24 14945.3 7759.22 2.10704e-06 4 -1 0
3023.41 26934.4 12388.8 2.18719e-05 4 -1 0
883.758 30395.4 9979.04 1.16098e-06 4 -1 0
4348.31 28133.9 8900.7 6.59456e-07 4 -1 0
3406.65 27006.1 11467.2 7.02553e-07 4 -1 0
16288.3 24130 10909.4 7.77816e-07 4 -1 0
7436.59 25715 12153 3.17886e-08 2 963 0
5815.4 29532.9 5695.62 1.33905e-06 4 -1 0
4892.09 28244.2 9082.62 1.80952e-06 4 -1 0
8900.8 23290.8 7537.2 9.56416e-07 2 1151 0
8870.5 21917 8613.61 2.74017e-08 2 1149 0
6674.33 29636 4395.56 6.5566e-06 4 -1 0
866.973 30876.8 9093.78 4.27668e-07 4 -1 0
7797.15 29800.7 3019.83 6.65987e-07 4 -1 0
21362.1 22929.9 4310.84 7.89036e-07 4 -1 0
9954.9 28577.4 1783.76 1.73096e-07 4 -1 0
530.35 36317.9 2955.83 6.02708e-06 4 -1 0
131.855 33720.5 4414.35 1.44814e-06 4 -1 0
9382.87 35286.2 2483.57 5.76384e-08 2 1327 0
11682.1 25293.3 2117.65 8.3205e-07 4 -1 0
13838.8 33412.3 1013.22 2.88889e-08 2 995 0
17373.1 22955.4 711.982 7.44638e-07 4 -1 0
2445.85 27445.5 4152.84 1.68102e-07 4 -1 0
20253.4 23698.6 1369.41 4.21867e-07 4 -1 0
16341.1 24033.3 1292.54 2.76662e-08 2 1004 0
21828.4 24318.2 1700.33 2.23853e-06 4 -1 0
34050.1 30855.5 7770.79 1.90484e-07 4 -1 0
23388 13420.1 3650.68 1.64762e-06 4 -1 0
33204 33031.1 6940.59 2.52951e-07 4 -1 0
29619.7 27581.9 4141.68 1.30093e-08 2 1129 0
31019.8 32914.8 5395.7 3.1861e-07 4 -1 0
32696.2 34162.1 7508.56 1.62664e-06 4 -1 0
32720.6 34090.5 7304.19 1.16385e-06 4 -1 0
38796.9 21790.5 14813.1 7.88801e-07 4 -1 0
40700.2 22428.2 2015.35 8.82071e-08 4 -1 0
32154.9 35186.4 10297.3 4.64597e-07 4 -1 0
33009.9 36212.7 5359.04 2.47905e-08 2 919 0
32164.3 35733.4 11133.6 1.49157e-06 4 -1 0
46090.4 30352.9 12427 4.65026e-07 4 -1 0
34814.9 37314.9 14213.4 3.81048e-07 4 -1 0
31844.7 34324.5 11675 2.15417e-08 2 1236 0
31952.1 36487.5 11990.8 9.91408e-07 4 -1 0
35446.5 37657.3 15085 7.24141e-07 4 -1 0
27031.2 33825.4 11093.8 6.2971e-08 2 1237 0
31835.9 35537.8 10822.3 1.51449e-06 4 -1 0
35646.1 37715.8 15432.9 5.58838e-07 4 -1 0
28108.8 37543.4 9502.6 4.60801e-08 2 1235 0
30365.3 35105.9 10429.7 3.42054e-07 4 -1 0
26747 65023 8275.62 1.91788e-08 2 1289 0
50551.4 71109.8 10544.2 5.56348e-07 4 -1 0
22614.6 61911.7 7535.14 1.10728e-07 4 -1 0
37871.7 65959.3 7198.65 2.53294e-07 4 -1 0
26627.4 65713.1 784.017 1.41739e-06 4 -1 0
40164.9 66236.6 8166.87 1.77449e-06 4 -1 0
41288.9 67202.6 8390.41 2.50577e-07 4 -1 0
32940 67051.7 5366.09 4.11026e-08 2 1041 0
41069.9 66128.3 15798 1.94635e-07 4 -1 0
43537.1 69597 8895.52 1.25885e-07 4 -1 0
36052.7 65081.9 8360.74 1.29632e-08 2 1461 0
38476.7 57399 17614.2 3.45471e-05 4 -1 0
44560.6 70488.7 8979.16 4.87899e-06 4 -1 0
41166.1 64242.7 7211.03 3.06105e-08 2 1366 0
37345.6 64729.3 5549.88 1.08285e-05 4 -1 0
45425.3 70970.8 9028.97 1.18483e-06 4 -1 0
43256.8 65436.2 14425.1 1.85753e-06 4 -1 0
34710 62518.6 16728.7 9.44076e-09 2 1472 0
45961.9 71166.6 9086.77 1.39106e-07 4 -1 0
37683 67641.8 5639.49 2.74558e-08 2 1369 0
38523.4 65867 7540.25 6.28025e-06 4 -1 0
51837.1 69849.7 10436.7 1.927e-06 4 -1 0
45259.6 73698.1 1863.5 6.55775e-08 2 1370 0
53437 67383.1 8294.37 3.96162e-07 4 -1 0
52954.2 71021.4 17174.9 6.21642e-06 4 -1 0
72968.5 70988.3 6130.82 2.76592e-07 4 -1 0
62008.8 59145.7 15918.6 6.12812e-08 4 -1 0
58500.9 60342.5 5970.11 8.10969e-08 4 -1 0
56425.4 60001.5 7492.59 2.43468e-06 4 -1 0
58361.1 61532 4189.44 3.63265e-08 2 1379 0
57310.7 63972.4 3326.22 3.06465e-08 2 1380 0
59244.4 60808.2 5525.68 2.20015e-07 4 -1 0
53477.3 61771.8 10715.9 4.70873e-08 2 1455 0
52772.8 59207.1 10509.6 1.18816e-07 4 -1 0
60313.6 61112.7 5296.06 8.37219e-08 4 -1 0
54522.1 58117.4 2832.43 1.5059e-08 2 1363 0
58082.3 59958.6 6320.27 1.1976e-07 4 -1 0
60061.3 61063.6 5322.48 3.67342e-07 4 -1 0
57978.9 55272 7191.68 4.49621e-08 2 1431 0
56278.4 54383.4 5750.63 1.95378e-08 2 1396 0
65256.6 60513.5 6249.33 6.59039e-08 4 -1 0
59191.6 61475.2 11843.5 2.36949e-08 2 1063 0
65655.2 60418.5 6287.45 1.06909e-07 4 -1 0
65423.4 60516.8 5370.3 6.68865e-08 4 -1 0
53805.9 69092.6 6509.99 2.74081e-07 4 -1 0
65257.9 60564.1 5288.76 6.94899e-08 4 -1 0
21799 62977.9 5879.75 1.91933e-06 4 -1 0
23389.6 64420.9 17470.8 1.86629e-08 2 1271 0
23825.8 61444.3 11070.8 1.97219e-07 4 -1 0
21426.8 63466.3 5096.24 1.98162e-06 4 -1 0
24761.6 60272.5 14010.2 4.0362e-08 2 979 0
20550.8 64355.8 3694.3 1.33975e-06 4 -1 0
22065.3 63408.9 7475.69 3.96184e-08 2 1290 0
19798.8 64800.1 2965.94 6.86671e-07 4 -1 0
20510.7 64380.7 3650.21 3.35503e-07 4 -1 0
20702.6 64255.7 3871.38 1.24651e-06 4 -1 0
19285.5 65961.6 2023.01 7.27983e-07 4 -1 0
23425.8 64809.2 8125.06 1.22381e-07 2 983 0
19036.7 67367.7 2067.87 1.60368e-06 4 -1 0
22875.7 55985.3 13858.8 3.45056e-08 2 1268 0
24782.6 53094.6 15283.9 2.89464e-06 4 -1 0
17962.1 68735.3 3481.48 2.29811e-06 4 -1 0
18841.1 68320.4 2465.68 5.48287e-06 4 -1 0
22955 54511.9 12065.6 1.03996e-07 4 -1 0
23752 61769.9 11445.4 6.97822e-08 4 -1 0
17275 68245.4 3868.55 1.85339e-07 4 -1 0
18122.6 71845.5 2352.45 3.02346e-08 2 1358 0
17582.3 69101.5 3979.93 2.79639e-06 4 -1 0
17088.2 67968.1 3963.46 3.27811e-06 4 -1 0
18431.8 67830.8 2030.64 7.00462e-06 4 -1 0
273.546 69334.9 3056.44 1.18153e-08 2 1314 0
24507.3 47755.7 6092.49 7.02888e-07 4 -1 0
27150.2 48256.6 6072.1 1.38851e-05 4 -1 0
28701.6 43352.4 7221.17 3.5158e-08 2 968 0
23424.6 47563.2 4562.35 5.23009e-07 4 -1 0
28096.3 47474.8 8534.15 3.29957e-08 2 928 0
26432.4 49108.8 6501.38 4.80961e-06 4 -1 0
22847.6 47580.3 3779.01 2.83293e-07 4 -1 0
25066.3 50571.2 10774.6 2.39538e-07 4 -1 0
22130.3 47546.6 2810.46 7.25777e-07 4 -1 0
19048.8 43949.6 15097.7 3.76303e-08 2 1247 0
13289 39900.9 9368.44 9.01068e-07 4 -1 0
16012.2 41966.3 4584.04 2.66812e-07 4 -1 0
16063.8 45470.8 169.412 1.80855e-08 2 1324 0
11472.2 37405.4 9112.51 5.55035e-07 4 -1 0
13370.3 40516.9 6208.83 1.14307e-07 4 -1 0
18120.3 42559.9 262.21 3.5866e-08 2 1348 0
15674.7 32641.8 3923.68 1.302e-07 4 -1 0
12981.9 40091.4 6601.37 3.0474e-07 4 -1 0
18648.2 41399.1 4404.42 3.45054e-08 2 1335 0
20280.5 34330 10436.3 8.57492e-07 4 -1 0
11757.2 37931.8 8491.59 2.30567e-07 4 -1 0
19687.6 56024 9856.35 6.545e-07 4 -1 0
10887 36804.6 10312.6 1.79604e-07 4 -1 0
10768 36253.5 5035.64 6.26642e-08 2 1249 0
8375.31 29868.6 2256.58 4.90008e-07 4 -1 0
9982.61 36225.7 11981.5 6.69821e-07 4 -1 0
17204.3 40480.8 8710.41 1.20666e-08 2 929 0
12534.6 39502.8 7182.79 1.42876e-06 4 -1 0
8973.25 35923.1 13923.2 1.50681e-06 4 -1 0
10364.4 35407 7602.99 4.40534e-08 2 1330 0
7379.95 30121.9 5255.23 2.32031e-06 4 -1 0
6742.02 35396.2 16313.2 2.76269e-07 4 -1 0
27004.3 34037.8 12831.9 2.98947e-06 4 -1 0
5932.55 34934.2 16780.5 7.81867e-07 4 -1 0
6686.02 29632 4396 6.5566e-06 4 -1 0
1457.27 27750.5 17736.2 1.3948e-06 4 -1 0
7383.04 30253.8 16504.6 3.96999e-08 2 1250 0
32689.1 33986.9 6973.88 5.30791e-06 4 -1 0
15682 32631.5 3938.39 1.302e-07 4 -1 0
32561.8 34414.4 8513.27 2.51806e-06 4 -1 0
32673.7 33910.8 6823.13 1.72749e-06 4 -1 0
29738.6 33554.3 7993.6 5.48407e-08 2 1394 0
18270.3 34186.9 3812.52 5.50571e-08 4 -1 0
32377 34650 9248.82 3.60777e-07 4 -1 0
36251.4 33828.4 1481.35 5.02736e-08 2 937 0
32741.8 33992.8 6915.75 6.153e-06 4 -1 0
71240.7 68476.7 10697.1 5.38734e-07 4 -1 0
68206.4 63158.4 9783.32 8.73145e-08 2 1435 0
71274.9 68531.5 10676.9 5.38734e-07 4 -1 0
63324 70867.8 16108.6 5.97265e-09 2 1481 0
62823.6 69015.8 15757.9 9.55786e-09 2 1456 0
72026.5 69756.5 9130.17 1.3266e-06 4 -1 0
70382.9 66127.3 9576.44 1.12883e-07 2 1037 0
72194 70077.6 8465.56 6.93634e-08 4 -1 0
72602.8 70652.6 7258.28 3.09922e-07 4 -1 0
70163 59494.6 5110.18 1.96562e-08 2 1451 0
64624.7 60742.1 5008.71 4.23006e-07 4 -1 0
73005.4 71003.9 5993.58 3.50296e-07 4 -1 0
72809.8 68484.4 12647.5 1.08952e-07 2 1447 0
72136.7 69976 8674.02 1.58965e-07 4 -1 0
73212.8 70894.3 5025.65 5.31702e-06 4 -1 0
74299.4 68774.1 8583.29 3.65173e-08 2 1036 0
72012.8 69726.9 9192.04 1.3266e-06 4 -1 0
73202.6 70415.7 3905.94 9.81316e-07 4 -1 0
64212 72856.7 11530.7 1.58787e-08 2 1458 0
72994.3 70162.4 3423 3.64344e-07 4 -1 0
72139.9 70343.1 7450.59 2.12153e-07 4 -1 0
58515.9 67110.7 3652.09 3.44554e-07 4 -1 0
68179.4 68409.5 5974.11 2.10214e-07 4 -1 0
70663 68756.1 1977.02 6.61747e-08 4 -1 0
74965.4 69010.2 8277.98 2.90325e-08 2 1035 0
72908.4 70951.2 6343.59 5.22537e-07 4 -1 0
59509.2 67073.4 3430.33 6.06786e-07 4 -1 0
72575.1 64203.3 1313.88 1.14059e-08 2 1418 0
71342 68178.6 10566.4 1.02264e-06 4 -1 0
59413.9 67074.1 3447.49 1.79114e-06 4 -1 0
66190.1 70735.1 245.315 2.11253e-08 2 1420 0
57157.7 67404.8 4175.87 3.27676e-07 4 -1 0
57438.4 67308.1 4039.59 3.68067e-07 4 -1 0
64536 67736.5 2873.17 8.87918e-08 2 1423 0
55380.9 68281.8 5327.73 2.50995e-07 4 -1 0
72733.5 70834.5 6665.59 2.6486e-07 4 -1 0
54623.7 68670.7 5886.98 2.52769e-07 4 -1 0
58955 69538 4825.49 2.45748e-08 2 1008 0
59904.2 67148.3 3150.55 2.35929e-07 4 -1 0
52481 69721.2 7664.59 1.1089e-07 4 -1 0
52120.5 69796.1 8129.08 3.63834e-07 4 -1 0
57843.5 63789.8 943.78 2.54356e-08 2 1378 0
19725.8 11176 5743.82 3.86968e-06 4 -1 0
17413 636.356 8850.12 1.75855e-06 4 -1 0
14152.3 1349.31 8962.04 8.26777e-08 4 -1 0
7296.81 10442.4 14268.1 4.61256e-08 2 959 0
9103.88 10345.9 9376.5 2.10895e-06 4 -1 0
14528.5 1296.06 9002.3 1.87754e-07 4 -1 0
12354 4573.68 11708.3 4.57733e-08 2 1166 0
14846.2 1226.77 9012.58 1.44434e-07 4 -1 0
7168.68 7884.02 13865.2 9.56572e-07 4 -1 0
7557.95 7948.8 13636.1 7.49276e-08 4 -1 0
5288.64 2946.63 11880.4 2.42557e-08 2 1167 0
11850.1 5505.78 12670.3 4.07015e-08 2 1170 0
18423 1901.99 8953.16 1.01661e-05 4 -1 0
15015.9 752.795 11322.2 8.319e-08 2 1171 0
18394.3 1932.15 8987.14 1.01661e-05 4 -1 0
20318.1 4012.38 7040.58 1.60088e-07 4 -1 0
19300.6 10640.5 17010.3 8.86288e-07 4 -1 0
16774.2 16005.3 6283.47 1.25388e-07 4 -1 0
20455.6 4345.89 6978.09 4.43495e-07 4 -1 0
36833.6 5787.75 16737.5 2.77687e-07 4 -1 0
24997.3 10239 12025.1 2.45175e-06 4 -1 0
28390.9 1230.68 7040.08 2.34598e-08 2 1175 0
20569.1 4629.76 6959.81 1.39806e-06 4 -1 0
15271.3 2272.78 9575.57 7.9746e-08 2 1172 0
18123.4 955.768 9162.15 3.86729e-06 4 -1 0
20528.9 9865.9 5532.97 2.74762e-07 4 -1 0
21382.5 7387.87 7912.22 1.95247e-07 4 -1 0
31563.6 10676.2 17114.6 2.74033e-08 2 1564 0
21868.5 10137.9 12878.8 8.02083e-08 2 1173 0
17357.4 14964.9 6240.6 2.21424e-06 4 -1 0
15629.5 10499.2 1992.91 2.53076e-08 2 949 0
16580.9 16251.5 6235.68 4.16044e-07 4 -1 0
14534.3 8498.03 6762.94 4.09585e-08 2 1163 0
17208.7 15181.7 6349.48 1.25481e-06 4 -1 0
14660.6 18622.8 5572.47 2.36164e-06 4 -1 0
13958.2 14351 7878.94 3.61696e-08 2 1162 0
11915.4 1960.81 922.776 1.3174e-06 4 -1 0
12810.1 5436.21 7862.04 6.18792e-08 2 953 0
19165 2666.26 8116.15 2.98196e-07 4 -1 0
11129 7194.82 7309.18 2.57644e-06 4 -1 0
789.011 20281 661.266 9.82569e-09 2 1121 0
2623.71 27357.4 3647.78 4.58577e-06 4 -1 0
4573.7 20567.8 3407.91 1.37196e-07 2 1114 0
1142.3 27990 6726.39 3.87287e-08 4 -1 0
4907.55 24970.5 7633.66 1.37183e-08 2 1122 0
4526.76 28248.5 8343.88 2.56889e-07 4 -1 0
519.647 29112.4 7871.73 1.58636e-07 4 -1 0
620.002 30470.1 8991.55 1.41004e-06 4 -1 0
3253.77 29515.2 6030.83 2.79027e-08 2 1156 0
858.174 30650.1 9565.73 1.62281e-06 4 -1 0
797.498 30571.8 9528.53 4.19786e-07 4 -1 0
991.475 27026 5628.78 2.2298e-08 2 1116 0
1586.47 27723.3 5988 3.51551e-06 4 -1 0
2251.22 28835.7 11190.2 9.36106e-07 4 -1 0
270.66 35684.9 3220.17 2.27534e-06 4 -1 0
2693.32 35383 6416.02 2.09201e-07 2 927 0
6136.93 13016.2 10759.3 8.74112e-08 4 -1 0
2066.86 12659.7 4811.99 1.64509e-08 2 1113 0
8641.2 8899.04 1596.92 6.00355e-07 4 -1 0
6759.48 12376.6 10865.8 1.19132e-07 4 -1 0
2176.12 13272.9 7709.38 3.63718e-08 2 1169 0
9932.49 9386.33 8614.13 5.3097e-07 4 -1 0
7433.04 11719.4 10641.5 3.74375e-07 4 -1 0
3842.05 16113.3 11363 7.62065e-08 2 1159 0
9054.82 10389.5 9419.96 3.83375e-07 4 -1 0
11510.3 6509.86 6842.09 5.22971e-06 4 -1 0
17484.2 14516.2 6610.42 1.22166e-06 4 -1 0
10960 2601.74 8850.96 3.52703e-07 4 -1 0
2583.59 5067.27 12634.7 2.14334e-07 2 1168 0
19973.1 17849.6 17990.9 3.33594e-08 2 1189 0
20316.3 26445.3 16158 3.42473e-07 4 -1 0
16472.1 16428.5 6264.59 1.68097e-07 4 -1 0
17688.5 19216.4 12496.7 3.85495e-08 2 1181 0
18185.9 7272.52 16202.3 1.18174e-07 4 -1 0
17121.6 3329.11 12189.5 1.39692e-07 4 -1 0
22434.7 9085.99 11115.2 4.86212e-07 4 -1 0
20889.3 7915.29 10298.9 1.54969e-06 4 -1 0
22433.7 3312.99 12188 4.67812e-08 2 924 0
19387.1 2857.81 7893.21 9.22176e-07 4 -1 0
16268.8 1680.86 17628.9 4.28598e-08 2 1179 0
16733 1996.3 11693.4 5.3495e-07 4 -1 0
20623.4 25607.2 16871.7 3.84304e-07 4 -1 0
20645 18925.6 14333.2 3.19032e-08 2 1183 0
18725.2 23444.7 11057.3 3.63103e-07 4 -1 0
20187.2 27445.1 15061.7 1.61759e-07 4 -1 0
21339.8 22990.9 15469.2 4.51857e-08 2 1204 0
18785 23961.2 10038.3 4.77454e-07 4 -1 0
20450 28339.8 14083.8 1.16355e-07 4 -1 0
23135.5 24383.7 17555.4 1.31607e-08 2 1195 0
35347.6 22423.3 14922 1.28174e-05 4 -1 0
21440.3 29992.7 12923.2 1.33672e-07 4 -1 0
20562.6 25986 16311.2 4.85147e-07 2 1196 0
21495.6 30100 12880.4 2.19882e-07 4 -1 0
21982.2 31260.3 12889.7 1.21825e-06 4 -1 0
13212.8 26177.6 16473.9 9.88996e-09 2 1198 0
15346.8 24356.9 13319.5 1.02655e-06 4 -1 0
25113.2 32901.8 13170.9 9.80132e-07 4 -1 0
18860.3 24418.1 9852.23 4.77454e-07 4 -1 0
21067 22887.3 5200.83 1.03177e-07 4 -1 0
22422.6 31800 13060.9 3.6927e-06 4 -1 0
25726.5 33262.4 13042.2 3.46424e-07 4 -1 0
18435.4 34260.9 3841.33 6.93549e-08 4 -1 0
30988.7 36423.7 12566.5 3.67264e-06 4 -1 0
33055.7 36419.6 12541.7 6.85373e-08 4 -1 0
32350.3 36197.6 11831.6 1.84213e-06 4 -1 0
30924.8 33470.2 18427.6 6.45734e-08 2 960 0
20695.8 20522.3 12214.7 2.66935e-06 4 -1 0
23961.4 15442.6 15227.3 3.52583e-07 2 1180 0
20067.6 21370.6 12079.1 2.72188e-07 4 -1 0
25001.3 13177.6 13714.3 4.4702e-08 2 1145 0
23631 9334.18 11088.4 6.83647e-06 4 -1 0
18716 23857.7 10405.3 4.83383e-07 4 -1 0
20054.9 16702 11400 2.12995e-08 2 923 0
17348.4 15205.5 6879.27 1.3796e-06 4 -1 0
20594.1 23049.9 6270.84 1.98417e-06 4 -1 0
21381.6 22941.5 4236.4 4.11908e-07 4 -1 0
7596.79 30138 3624.23 2.90899e-06 4 -1 0
8908.91 29750.7 1775.31 4.29315e-07 4 -1 0
10895.2 30281.2 6973.05 4.62489e-08 2 1332 0
15681.5 17383.5 6250.9 9.69846e-07 4 -1 0
24442.2 8415.29 3474.03 2.44022e-07 4 -1 0
21413.8 8138.16 5076.39 1.40835e-06 4 -1 0
13110.6 6087.56 16969 1.22106e-06 4 -1 0
10968.4 12944.3 18013.8 1.90774e-08 2 1187 0
10723.6 8092.76 17265 7.38344e-08 4 -1 0
13842.5 5550.81 17063.3 3.52561e-07 4 -1 0
461.496 24537 17016.9 6.10273e-06 4 -1 0
15035.2 3590.31 15952.3 2.22321e-07 4 -1 0
16116.6 24198.6 11489.5 1.2079e-07 4 -1 0
17164.8 22039.4 18228.8 2.91898e-08 2 1201 0
20702 25345.5 17051.6 1.60159e-06 4 -1 0
16525.1 24139.3 11091.9 1.03055e-06 4 -1 0
10601.4 25682.5 16513.6 1.10466e-08 2 1194 0
11754 24149.6 11110.9 1.30521e-06 4 -1 0
21161.7 22881.8 4946.72 2.2038e-06 4 -1 0
20263.8 26619.2 15982.8 1.42259e-07 4 -1 0
14588.6 18523.9 10318.2 3.87889e-07 4 -1 0
2753.48 23443.7 18239.8 4.63054e-06 4 -1 0
14723 19273.2 4304.75 8.26895e-07 4 -1 0
16960.4 17427.1 7364.31 7.502e-08 2 1118 0
21430.1 22884.4 3262.67 1.88785e-06 4 -1 0
7713.01 20173.1 15819.8 4.89346e-07 2 925 0
1872.16 23982.4 17825.4 3.20047e-07 4 -1 0
560.758 26542.5 16871.2 4.31119e-06 4 -1 0
7028.77 12103.8 10815.5 2.38893e-07 4 -1 0
460.893 28051.5 14324.3 2.79023e-07 4 -1 0
0.133666 26095.1 16286.4 8.09596e-08 2 1727 2
15956.7 35500.1 10010.7 3.52297e-07 2 926 0
21190.4 33050.3 12227.6 7.32018e-07 4 -1 0
22667.5 32337.7 13223.2 1.16838e-07 4 -1 0
12021.9 38350.1 8215.07 7.04435e-07 4 -1 0
25528 33141.5 13083.8 5.93145e-07 4 -1 0
19238.9 33702.5 12559 1.88957e-08 2 1240 0
26106.6 33500.1 12965.4 3.04407e-07 4 -1 0
18716 23857.8 10405.2 4.83383e-07 4 -1 0
20966.1 22211.8 8689.15 3.67197e-08 2 1211 0
21521.6 23559.7 2476.88 2.15433e-06 4 -1 0
18767.8 23946.4 10113.5 1.62692e-07 4 -1 0
23746.8 20939.9 11277.3 1.43381e-08 2 1142 0
33608.4 27537.3 8430.48 1.83355e-07 4 -1 0
11507.8 37444.8 9057.21 8.39781e-07 4 -1 0
24874.1 45565.1 9010.05 3.00138e-06 4 -1 0
24307.4 44258.2 9824.15 4.3801e-06 4 -1 0
12413.8 39312.1 7360.3 9.46505e-07 4 -1 0
19629.9 41571.4 5626.52 2.43607e-08 2 1338 0
24974 47375.4 7729.58 5.44118e-07 4 -1 0
31733.8 36620.8 12204.5 1.76388e-06 4 -1 0
13910.4 40996 13115.8 4.53477e-07 4 -1 0
19030.2 43807.3 15588.2 8.84182e-08 2 1243 0
13671.9 40291.7 11069.6 2.08629e-06 4 -1 0
13057.8 45343.7 15712.4 3.92083e-08 2 1248 0
25348.6 49236.5 8625.55 2.82569e-07 4 -1 0
21659.7 56167.4 13799.2 3.57524e-08 2 930 0
25055.2 50615.7 10828.2 2.06984e-07 4 -1 0
25301.7 49648.8 9319.43 3.33147e-06 4 -1 0
24676.2 56581.7 13347.6 1.50916e-08 2 1291 0
23240.9 61200.2 8605.47 6.5354e-07 4 -1 0
25123.3 48299.1 7298.81 1.29702e-06 4 -1 0
26105 50361.1 12570.9 2.55921e-08 2 967 0
28254.7 42930.6 16580.4 2.97812e-06 4 -1 0
24911.6 48039.7 6819.21 3.226e-07 4 -1 0
27023.6 52012.6 8733.36 3.90307e-08 2 1285 0
25954.1 48601.6 7020.78 7.79827e-07 4 -1 0
25143.2 50278.8 10387.7 5.11102e-07 4 -1 0
25590.4 55550.4 16311 4.13961e-07 2 1269 0
16715.8 55727.6 16818.2 6.39331e-06 4 -1 0
19227.2 56090.1 8562.12 7.89522e-07 4 -1 0
17108.1 56599.5 15039.1 2.07793e-07 4 -1 0
8548.29 42948.2 10886.8 3.46996e-08 4 -1 0
24558.3 52383.2 12369.9 1.61601e-06 4 -1 0
16978.8 50517.8 14388.3 8.9926e-09 2 1282 0
17788.3 43597.5 7841.91 3.9525e-08 4 -1 0
18968.6 74062.2 7257.3 4.28232e-07 4 -1 0
18641.4 74595.3 8382.48 1.36005e-06 4 -1 0
23285.3 72208.6 13467.8 2.03067e-08 2 981 0
