#X0 X1 X2 value type pair_id boundary
24962.5 65220.5 2342.76 0.00135792 3 630 0
27547.9 64220.6 518.412 2.1236e-06 4 -1 0
40263.1 55966.7 11108.5 5.42372e-08 4 -1 0
25829.4 65250.2 2558.61 5.42316e-08 2 1001 0
24347.3 64697.5 2579.75 4.38245e-08 2 3 0
27388.5 66504 238.746 8.14627e-08 2 8 0
27138.6 64692.1 3040.38 3.3965e-08 2 1357 0
25394.2 48368.4 7351.46 1.339e-05 4 -1 0
26465.6 57501.2 2255.94 1.70506e-07 2 1351 0
40647.1 57937.5 12837 9.64553e-07 4 -1 0
38917.5 60291.5 5834.9 2.38528e-08 2 1452 0
18794.4 68407.4 2552.81 5.96204e-06 4 -1 0
29021.2 66931.3 2072.19 0.00381921 3 844 0
27819.9 54586.9 7622.01 6.91669e-07 4 -1 0
33427.3 71150.2 422.516 8.29197e-05 3 274 0
19111 24019.1 9027.61 1.38753e-06 4 -1 0
17217.5 13566.1 6969.24 2.39344e-07 4 -1 0
35840.6 37752.9 15791.8 0.000453633 3 534 0
35771.7 37912.1 15788.5 1.13941e-06 4 -1 0
35831.5 37934.9 15863.6 5.02103e-07 4 -1 0
38573.6 41941.7 15271.8 1.30178e-08 2 1499 0
38590.7 22068.5 14550.5 1.13547e-07 4 -1 0
45264.1 33839.5 13540 1.69002e-08 2 1074 0
42860.7 39041.9 15798.2 1.20439e-08 2 1497 0
33877.3 36055.9 17380.9 2.82471e-08 2 1060 0
33337.5 32729.3 14347.1 1.11137e-08 2 1244 0
39395.8 41020.3 10893.9 2.25843e-07 4 -1 0
57557.7 59622.9 6773.88 3.20366e-06 4 -1 0
32387.6 71802.1 16217.4 1.15473e-07 4 -1 0
35672.6 72471.9 11305 2.24672e-08 2 12 0
34010.7 74526.8 12644.9 1.64712e-08 2 1473 0
33448.6 73714.8 17793.9 1.72779e-08 2 1474 0
61621.1 61176.7 5335.53 2.25587e-07 4 -1 0
52687.1 69646.9 7448.24 3.41215e-07 4 -1 0
26647.1 74911.7 7751.55 1.33968e-08 2 933 0
18615.9 74606 8414.27 4.36726e-07 4 -1 0
41273.3 66122.3 15866.8 5.97463e-07 4 -1 0
43962.4 71020.6 17116.7 4.74189e-07 4 -1 0
67922 43136.1 10380.4 3.573e-08 4 -1 0
61687.2 41203.4 3504.5 0.000572941 3 677 0
62793.9 49625.4 7259.6 3.56552e-06 4 -1 0
65249.1 36263.5 1001.32 5.90867e-07 4 -1 0
58954.5 41359.2 5802.52 1.66424e-07 2 1014 0
63551.2 41441.3 8329.33 4.44094e-07 2 1016 0
71162.9 44975.2 6099.37 1.1647e-08 2 1408 0
60733.8 39320.6 4079.55 2.60836e-08 2 940 0
66989.3 35762 1668.35 8.07082e-06 4 -1 0
74416.9 31676 11113.4 3.95461e-07 4 -1 0
67045.1 49447 10064.1 8.18649e-08 4 -1 0
62934.6 49587.1 7313.38 7.3404e-07 4 -1 0
57620.4 43346.8 3611.64 2.63919e-08 2 44 0
66151.7 36027.9 1423.25 8.46931e-07 4 -1 0
73259 41392.9 9659.82 4.59407e-07 4 -1 0
68989.5 35469.6 2226.72 6.72873e-06 4 -1 0
66220.3 41329.3 4157.57 3.81867e-08 2 1022 0
65979.2 54354.5 3150.92 1.79881e-08 2 1414 0
14758.2 32056.8 4411.17 0.000246186 3 619 0
8567.14 30050.7 1248.27 2.74598e-06 4 -1 0
22100.5 33107.3 5977.19 2.77462e-08 2 1336 0
19761.2 38626.9 5148.41 3.00841e-08 2 1346 0
20221.2 36964.6 1938.47 2.29968e-08 2 69 0
15116 31504.4 5844.07 3.49181e-08 2 1126 0
23264.5 32328.2 13334.5 9.34255e-08 4 -1 0
19910.1 38068.5 2800.56 0.000123512 3 268 0
8337.65 31167.8 4030.35 3.52047e-07 4 -1 0
8546.97 42695.7 10730.2 0.00018679 3 212 0
9185.88 48059.2 6467.09 3.13389e-07 4 -1 0
8931.27 48164.7 7167.92 6.37417e-08 4 -1 0
5423.86 52979.9 14724.7 0.000188692 3 562 0
8822.36 42311.8 10140.4 2.62991e-08 2 964 0
10384.5 40551.8 14525.7 1.30665e-08 2 1252 0
12809.8 46692.7 15393.8 8.97505e-09 2 1256 0
8114.84 46906.9 9264.51 1.42152e-08 2 52 0
7432.25 46572 9865.33 2.82105e-08 2 94 0
4713.68 52117.7 16191.3 1.09081e-07 2 977 0
3484.48 51445.5 14317.4 3.65353e-08 2 51 0
9278.65 48292.3 6185.9 7.6698e-08 4 -1 0
13757.7 40485 11892.8 3.77601e-07 4 -1 0
15075 42650.5 15267.3 1.66035e-06 4 -1 0
65274.3 65682.4 7411.13 0.000377719 3 704 0
65679.4 65624.1 7630.78 3.94644e-08 2 18 0
65590.7 60487.8 5463.65 3.54794e-07 4 -1 0
56230.1 25866.8 5209.52 0.000377822 3 683 0
56525.9 25281.4 5181.86 4.51314e-08 2 1661 0
58153.7 33182.9 3167.61 1.08625e-05 4 -1 0
54644.6 27770.4 1808.71 6.38265e-07 4 -1 0
64331.8 36436.7 638.908 2.16784e-06 4 -1 0
55074 35515.4 1215.67 2.24438e-08 2 936 0
10525.1 28367.6 855.568 0.000393603 3 451 0
14523.8 23396.1 1039.55 7.68216e-07 4 -1 0
67134.9 51334.4 12867.7 0.000280477 3 745 0
67234.7 52140.2 13250.4 3.30746e-08 2 22 0
68886 48516.6 9517.56 8.45399e-07 4 -1 0
23249.9 9202.71 10890.1 4.96453e-06 4 -1 0
27376.3 8575.68 5891.34 6.15273e-08 2 1137 0
51663.1 19938.1 10947.9 1.35803e-07 4 -1 0
52462.6 21177.6 11960.7 1.20035e-06 4 -1 0
14727 16569.1 18202.2 0.00022311 3 495 0
14867.2 16842.7 16801.8 2.91647e-08 2 25 0
32002.9 36420.5 11889.3 1.1055e-06 4 -1 0
19104.9 11524.1 15505.2 7.12127e-08 4 -1 0
19403.4 56488.1 11285.3 1.05563e-06 4 -1 0
9039.74 54708.2 459.704 2.7276e-08 2 1311 0
146.062 46461.2 10470 4.54952e-08 2 988 0
3325.34 54592.3 2762.49 1.14824e-07 4 -1 0
8026.43 51331.1 5923.85 1.83124e-08 2 1224 0
7434.05 55575.7 9526.87 3.73639e-08 2 989 0
3237.59 50632.4 8613.77 7.92455e-07 4 -1 0
5848.76 47144.9 8598.73 2.73041e-08 2 1223 0
7063.02 55089.5 10023.6 3.71129e-08 2 1296 0
12799.3 71237.6 7095.45 1.83825e-07 4 -1 0
3035.74 55067.4 5230.53 2.72892e-08 2 1312 0
9243.57 50560.2 2781.5 2.07156e-08 2 1304 0
4614.61 50626.4 1214.67 1.86584e-08 2 1313 0
5097.53 46022.5 3682.49 1.75856e-08 2 992 0
24384.4 52771.3 12483.8 3.77702e-06 4 -1 0
18031.1 57472.8 17718.9 3.55609e-06 2 1267 0
9671.03 62876.1 2333.78 2.425e-07 4 -1 0
2892.02 49716.1 12640.4 1.63082e-07 4 -1 0
4008.56 62002.2 6418.75 1.44631e-08 2 931 0
5499.12 66149.8 8878.09 5.4176e-07 4 -1 0
8655.91 48191 8127.08 0.000277123 3 519 0
5081.68 44982.5 8643.79 5.67286e-05 3 520 0
4108.71 48287.3 9624.31 1.43601e-07 4 -1 0
3114.07 53162 3720.81 1.70057e-07 4 -1 0
3391.84 51066.1 8115.17 2.01645e-06 4 -1 0
4222.36 48125.6 9389.4 6.14142e-08 4 -1 0
49077 66710.6 8737.65 0.000214613 3 143 0
52699.6 68827.6 9604.08 2.66812e-07 4 -1 0
53104.5 49536 13466.1 0.00014052 3 149 0
53415.3 47399.5 15417 1.27469e-08 2 1062 0
53384 50021.5 14146.4 1.33268e-08 2 29 0
38797 39299.4 3441.35 8.12671e-08 4 -1 0
72706.9 39049.7 9273.62 7.49334e-06 4 -1 0
56588.9 59157.8 7329.73 2.55395e-06 4 -1 0
13428.3 30397.7 14867.4 7.93019e-05 3 544 0
23528.2 32254.8 13356.8 1.7507e-07 4 -1 0
47026.6 60327.2 11500.8 0.00308707 3 720 0
40672.7 66366.3 8522.3 1.26151e-07 4 -1 0
51533.6 64822.1 6644.72 7.61803e-09 2 62 0
47274.9 60421 11830.8 3.94175e-08 2 31 0
50768.1 64926.1 5690.3 4.45366e-05 3 279 0
53899.2 59032.7 9526.46 8.7939e-07 4 -1 0
64621.8 57581 3169.71 0.000271245 3 316 0
67522.8 58217.6 5480.67 3.431e-08 2 32 0
67061.9 56187 2673.7 3.35581e-08 2 1413 0
63019.7 55621.7 3878.61 3.76346e-07 2 1415 0
64526 60768.1 4967.25 0.000300965 3 688 0
69655.5 58714.8 3763.26 1.27932e-06 4 -1 0
13492.2 69816.2 8218.84 0.00105672 3 243 0
13103.5 70961.7 7756.19 5.79023e-08 2 33 0
13545.8 65558.9 8546.79 3.08534e-08 2 1297 0
10698.3 55829.3 15040.8 1.58186e-08 2 1261 0
13061.7 70154.6 8620.92 2.74643e-08 2 1298 0
13796.2 70985.3 6789.13 7.11818e-07 4 -1 0
16699 67304.8 4192.86 0.000791795 4 -1 0
15937.5 54965.6 17190.8 2.07266e-07 4 -1 0
49351.4 49782.2 5201.98 0.000400432 3 667 0
47441.7 48950.5 4269.35 1.11868e-08 2 1383 0
51277.9 53441 6305.91 1.73897e-08 2 1397 0
66161.2 60295.6 5928.39 2.40057e-07 4 -1 0
36835.5 63531.3 4957.57 3.37484e-07 4 -1 0
50423.3 49438.3 6760.09 2.18911e-08 2 34 0
41974 48563.6 13421.5 1.96536e-07 4 -1 0
60301 49110.3 5265.85 1.67201e-07 4 -1 0
43670.4 69729.7 8914.24 5.97286e-08 4 -1 0
55722.9 61116.9 7892.86 1.28113e-06 4 -1 0
43549.5 48149 15879.6 7.03106e-08 4 -1 0
62058.5 7833.54 3855.94 0.000121831 3 865 0
62386.8 6631.59 5818.52 9.1985e-09 2 1602 0
62694.8 8711.15 2843.26 1.26538e-08 2 35 0
57924.4 6423.09 2187.85 6.42717e-08 4 -1 0
65352.8 12797.4 5465.68 1.65726e-07 4 -1 0
62710.8 4657.46 10993.9 0.000112946 3 856 0
62262.2 3782.97 10926.2 1.19961e-08 2 36 0
61862.1 5363.21 11482.8 1.01242e-08 2 1606 0
58919.5 4899.6 3282.68 2.17427e-07 4 -1 0
61939.8 15590.7 7709.74 2.1185e-06 4 -1 0
29405.9 45830.7 3433.11 0.000220333 3 105 0
24830.3 47943.8 6624.1 9.38821e-07 4 -1 0
34442.4 41816.9 411.462 0.000421975 3 294 0
24342.4 47689.2 5840.63 5.5586e-07 4 -1 0
52068.3 578.45 9848.39 0.00033093 3 832 0
53893.9 2871.2 9829.32 2.39639e-08 2 1603 0
56600.5 729.63 6230.62 7.64209e-09 2 1599 0
54378.1 2891.44 11742.5 4.61457e-08 2 38 0
55005 558.993 5044.64 1.73365e-08 2 1677 0
46136.3 6962.99 1841.72 4.84535e-06 4 -1 0
58254.4 9668.22 1279.34 7.05144e-08 4 -1 0
50572.2 2956.02 12574.7 1.68965e-07 4 -1 0
58406.3 9877.4 1406.62 2.88924e-07 4 -1 0
48502.2 9535.01 1684.33 1.40995e-06 4 -1 0
49479.5 3854.58 3159.5 3.76552e-08 2 1091 0
74960.6 9086.86 14100.4 0.000171923 3 860 0
71346.3 9878.21 15847.9 7.14703e-09 2 957 0
74938.1 794.628 10846.9 8.78377e-09 2 39 0
69914.3 19241.7 17998.6 3.6937e-08 4 -1 0
71006.4 8211.74 4910.71 1.13511e-06 4 -1 0
70912 15517.2 6094.43 2.37983e-08 2 1094 0
69509.8 19059 9343.34 6.09838e-07 4 -1 0
25768.7 25645.9 7050.66 0.000271292 3 101 0
33922.9 28582.4 8230.35 1.90638e-06 4 -1 0
32141.5 35286.6 10455.2 3.48076e-07 4 -1 0
27078.6 24791.9 7067.7 2.50977e-08 2 1068 0
71503.6 50183 9354.32 0.000330957 3 633 0
66551.4 56372.4 16516.8 2.63383e-07 4 -1 0
74538.1 58151.6 7951.67 1.60981e-08 2 1450 0
68119.6 43803.7 9744.71 2.06134e-08 2 1439 0
69869.6 52475.6 11171.5 2.29124e-08 2 1038 0
66337.5 55090.5 14758.8 6.25727e-07 4 -1 0
70781.9 52213.8 7971.46 1.4806e-08 2 1438 0
73439.9 35625.4 9748.55 1.42112e-07 4 -1 0
67976.1 50594.9 11724.5 3.50675e-08 2 1523 0
65852.6 46788.7 13344.8 0.000286387 3 776 0
72777.8 39015.6 9241.99 2.49595e-05 4 -1 0
72726.8 38110.4 9143.81 4.17395e-07 4 -1 0
70287.9 52648.6 9399.96 0.000225184 3 778 0
70240.4 56438.5 8250.83 0.00105908 3 716 0
70157.4 47988.2 9831.17 1.2117e-06 4 -1 0
45148.2 71042.8 14063.6 0.000316684 3 637 0
44710.2 71085.9 10245.1 2.96699e-08 2 43 0
43871.8 69897.7 12640.2 2.0077e-07 2 1043 0
44640.8 70936.2 13399.1 2.95362e-07 4 -1 0
42372.3 70974.1 17332.9 5.63895e-08 2 1469 0
50276.7 71275.7 10369.1 8.02428e-07 4 -1 0
55289.8 44489.1 3333.52 0.000168952 3 655 0
42667.1 47877.2 15756.1 3.07673e-07 4 -1 0
45752.8 46891.7 17988.2 5.47714e-08 4 -1 0
454.547 67908.9 14605.1 7.30889e-05 3 569 0
3752.45 72283.5 12524.6 1.36486e-06 4 -1 0
56497.5 12233.2 11889.4 0.000229915 3 377 0
53485.5 30479.9 1286.02 1.97775e-06 4 -1 0
59131.9 12778.9 12955.3 2.27234e-08 2 1590 0
73395.2 25936.7 15946.5 8.65956e-07 4 -1 0
68110.4 35372.6 1770.84 1.36221e-05 4 -1 0
56569.6 33028.3 2166.75 2.89839e-07 4 -1 0
60372.4 11218.3 10490.3 8.13666e-07 4 -1 0
68903.8 55795.8 11874.1 2.5173e-08 2 47 0
65386.2 60533.9 5352.72 1.04512e-07 4 -1 0
62463.9 62353.4 9821.43 0.000220009 3 708 0
68552.5 60297.5 6237.34 1.74999e-07 4 -1 0
66119.6 60669.9 1485.45 1.65281e-08 2 1417 0
67551.6 61379.3 1428.49 1.45504e-08 2 1031 0
2780.93 32228.3 10660.8 0.000171931 3 207 0
4587.36 34231.6 16130.5 5.31287e-08 4 -1 0
7443.17 29787.9 3404.23 6.3129e-07 4 -1 0
4211.85 32826.4 18037.1 1.19365e-06 4 -1 0
7413.22 48081.4 9761.19 0.000329501 3 209 0
64112.5 53090.1 16039.8 5.41115e-05 3 341 0
63702.5 48092.9 17105.4 2.87219e-06 4 -1 0
67517.9 48858.4 16318.2 7.54198e-07 4 -1 0
55533 57811.5 8962.87 8.81549e-08 4 -1 0
26810.4 67244 12942.5 0.000133938 3 233 0
25071.5 67177.1 14716.7 1.02004e-08 2 54 0
23776.1 61698.4 11391.9 6.97822e-08 4 -1 0
29111.3 31550.8 12729.7 0.000219771 3 539 0
34212.4 36958.4 13590.7 7.37686e-08 4 -1 0
72942.3 58276.2 15270.2 0.00202576 3 148 0
71447 50226.4 9424.76 3.66879e-07 4 -1 0
74507 58141 16345.9 8.86008e-08 2 1486 0
65406.8 63169.6 16879.8 1.91001e-07 4 -1 0
42202.5 30505.9 10605 0.000129745 3 792 0
42082 30092.9 10080.7 1.29466e-08 2 57 0
45719.2 30551.2 12972.3 6.30453e-08 4 -1 0
26019.2 31132.6 2227.9 4.65686e-05 3 267 0
26332.2 30791.9 3099.24 8.41233e-09 2 58 0
22310.4 26490.6 3993.67 3.14611e-07 4 -1 0
38397.7 57399.1 17685.7 0.000340641 3 769 0
39754.9 57551.1 16162.5 3.20568e-07 4 -1 0
29704.8 48073 5.72214 1.59396e-08 2 1376 0
41656.8 63793.8 11492.8 2.04448e-08 2 1459 0
41344.9 56284.6 18335 1.15655e-07 2 1054 0
19695.6 45763.5 730.766 1.23031e-06 4 -1 0
39590.3 42973.1 13341.5 1.1842e-06 4 -1 0
42532.9 62056.4 17749.9 1.10931e-07 2 1042 0
26725.5 48356.4 5739.23 2.80142e-06 4 -1 0
18981.4 44115 1660.15 1.29679e-07 4 -1 0
20210 55866.6 10744.2 5.746e-07 4 -1 0
12123 73148.9 584.672 0.000662181 3 104 0
12082.7 71341.9 387.225 5.39224e-08 2 60 0
18207.2 67634.2 1858.11 3.61424e-06 4 -1 0
38879.2 63483.3 14323.4 6.38518e-05 3 331 0
40630.2 62823.3 14351.8 1.12005e-08 2 61 0
38555.5 57398.9 17542.6 9.89323e-08 4 -1 0
49741.5 63770.7 5257.73 1.03244e-08 2 1009 0
38689 41822.6 7316.05 0.00018478 3 354 0
38783.1 41758.6 8277.35 1.71366e-08 2 63 0
38593.2 39333 3035.07 0.000338889 3 658 0
44824.7 4493.45 17693.1 0.000153478 3 821 0
43720.6 5863.28 18439.6 1.29302e-07 2 1080 0
43294.4 6376.2 15373.3 2.16676e-08 2 1573 0
44241.8 3407.1 16441.9 2.70848e-08 2 64 0
45721.7 2639.6 5104.97 2.55493e-07 4 -1 0
37499.5 6444.6 16681.6 2.592e-07 4 -1 0
47823.4 3804.44 12055.8 3.15705e-06 4 -1 0
36077.1 71665.4 5011.09 0.000186315 3 281 0
47213.9 71449.6 9265.49 3.37411e-07 4 -1 0
69153.9 29826.2 11659.2 0.000162698 3 786 0
74024.3 27947 15845.9 1.43857e-06 4 -1 0
60672.3 47316 14214.8 0.000223023 3 747 0
72817.1 37426.8 9204.95 6.25663e-07 4 -1 0
45175.5 23103.5 11801.8 0.000154319 3 791 0
45442.6 23233.3 11360.2 2.88045e-08 2 68 0
52460.5 21213.4 11934.2 1.35097e-06 4 -1 0
22857 43297.4 6411.38 0.00119633 3 211 0
14462.5 41443.7 5429.34 3.14467e-07 4 -1 0
29490 28496.4 1169.32 0.000262862 3 106 0
29566.6 28723.7 1034.54 4.90841e-08 2 71 0
27668.5 26308.3 1791.55 6.15167e-08 2 1128 0
19004.8 22780.6 11592.4 6.29785e-08 4 -1 0
23584.4 9377.73 2790.65 3.14244e-07 4 -1 0
31199.9 33004.5 5498.62 8.16265e-07 4 -1 0
19153.3 23910.9 8992.44 1.47464e-06 4 -1 0
22859.1 24765 8391.99 1.43185e-08 2 95 0
45354 37778.2 14456.3 8.79766e-05 3 763 0
51694.9 35970.5 13363.6 6.09285e-07 4 -1 0
52550.4 36587.5 14843.1 1.16555e-07 4 -1 0
38268.5 37737.8 17120.5 2.79e-06 4 -1 0
44383.9 36287.7 13074.8 9.36222e-05 3 368 0
47617.5 31234.9 13098.1 3.26916e-07 4 -1 0
45554.2 27653 7397.28 2.16754e-07 4 -1 0
46019.8 33429.6 12249.9 2.67198e-08 2 1069 0
16650.4 31056.2 16691.2 0.000398136 3 553 0
16872.9 31274.4 16849.2 1.69991e-08 2 74 0
24894.1 32793.1 13215 2.12534e-06 4 -1 0
74305.7 21262 885.883 8.16645e-05 3 406 0
69745.3 24708.2 14433.1 1.60918e-06 4 -1 0
72582.5 25647.4 15422.8 9.53541e-07 4 -1 0
68557.8 24322 8641.14 5.92326e-08 2 1527 0
70709.3 37353.6 5779.84 2.49673e-06 4 -1 0
72647.6 25672.4 15460.2 1.02477e-06 4 -1 0
65437.5 18443.1 3057.75 1.76731e-08 2 1611 0
74679.1 25327.4 16372 3.67722e-07 4 -1 0
70341.4 36909.3 4399.16 3.14526e-07 4 -1 0
65694.3 23770.1 15482.9 4.10463e-08 2 1541 0
72017.5 25011.8 14535.6 2.03642e-07 2 1552 0
74989.4 26032.6 18703.5 2.70194e-07 2 1725 2
68943 18181.9 8228.35 5.84366e-06 4 -1 0
65379.3 14590.1 12306.2 1.2147e-08 2 1075 0
67620.7 24698.1 13569.7 4.6434e-07 4 -1 0
18389.3 35179.5 14629.8 0.000808446 3 552 0
17934 33982.1 16282.9 1.03239e-08 2 1197 0
16767.1 35459.7 16720.2 2.80354e-08 2 77 0
27123.5 34108.2 12823.3 7.45772e-07 4 -1 0
8976.8 35916.9 13943 1.50681e-06 4 -1 0
72713.3 38718.2 9204.51 7.03688e-07 4 -1 0
66142.7 60295.4 6171.67 3.28619e-06 4 -1 0
51398.8 69782.4 9821.11 8.36999e-07 4 -1 0
71727.6 69220.1 10103.4 4.83028e-07 4 -1 0
66241.1 63438.6 10600.4 0.000146545 3 318 0
67779 58293.4 8421.01 3.02713e-07 4 -1 0
73960.8 57644.6 2687.92 9.59879e-09 2 1412 0
67293.8 63378.8 5098.89 2.35054e-08 2 1426 0
67391.8 59534.7 5377.55 6.27959e-08 2 1430 0
63630.4 60787.2 5776.03 6.12191e-07 2 938 0
67415.9 60436.4 11173.7 3.7429e-08 2 1453 0
59800.9 61246.5 5960.6 1.92641e-06 2 1432 0
53608.6 67068.9 8027.07 2.37933e-07 4 -1 0
53387.7 70109.1 3000.54 1.10443e-08 2 934 0
69258.3 65741.5 10312.1 1.46405e-07 4 -1 0
64633.9 58665.6 9652.82 7.62971e-08 2 1033 0
67385.4 59950.1 7534.53 9.47536e-07 4 -1 0
64162.4 67414.6 2844.26 1.56859e-06 4 -1 0
65825.3 60432.9 5570.55 2.82227e-07 4 -1 0
68256.9 64949.7 8044.58 1.8566e-08 2 1444 0
70120.5 66609.9 10322.2 1.1251e-06 4 -1 0
